Prompt,Story
"Jesse Weill is founder and owner of Dreams Inc, a company that produces dreams for the individual's private use","Jesse Weill is founder and owner of Dreams Inc, a company that produces dreams for the individual's private use, just as films used to be viewed, although they've been superseded by 'dreamies'. Dreamies can be viewed in private at home by anyone with the equipment and cash to buy or rent them (like present day videos or DVDs). They are produced by specially trained individuals, often social loners or eccentrics as a result of their intensive training over many years. Weill is shown a new development—under-the-counter pornographic dreamies—and asked by the government to assist in cracking down on them. Meanwhile, he interviews a ten-year-old boy as a potential dreamer, a lucrative occupation if he turns out to be suitable and undergoes training. He also gets told by one of his best dreamers that he does not want to work any more, as it is ruining family life, the dreamer also feels he has lost himself. But Weill knows from experience that the dreamer can't stop dreaming once he's become used to that way of life, even if he wants to. One of Weill's staff tells him that a competing company is opening a chain of 'dream palaces', where everyone can absorb the same dream simultaneously, but he is of the opinion that it will not work. As he says, dreaming is a private thing."
"Three scientists, Bertrond, Altman and Clindar, are crewing a spaceship on a survey of the Milky Way. They come across","Three scientists, Bertrond, Altman and Clindar, are crewing a spaceship on a survey of the Milky Way. They come across a planet that is very similar to their own homeworld, and is inhabited by a species of intelligent but primitive humanoids. Life of this type is rare, so the three men make contact with one of planet's inhabitants, a hunter named Yaan. Yaan does not understand his visitors' language or technology (which includes an advanced robot) and he regards them as gods of some kind. Bertrond hopes to lift Yaan's people out of their ""barbarism"", and begins to introduce Yaan to new technology and knowledge. However, the civilisation that the scientists come from is collapsing, for unclear reasons relating to ""mistakes"" and the death of stars. Altman and Clindar insist that they all abandon the expedition and return to their homeworld. As a result, Yaan's people will be left to develop alone, which could take them millions of years. Before departure, the melancholy Bertrond speaks to Yaan about the irony and tragedy of their encounter, though Yaan still cannot understand him. Bertrond gives Yaan several gifts, including a sharp blade and a powered torch. Then he boards the spaceship, which takes off and vanishes into the night sky. Yaan realizes that the ""gods"" are gone forever, and wanders back to his village. The story ends with saying that ""more than a thousand centuries ahead, Yaan's descendants would build the great city they were to call Babylon"", revealing that Yaan's people are prehistoric humans and their planet, the setting of the story, is Earth. "
"Humans are fighting an interstellar war with Dracs, a reptile-like alien species. Willis Davidge (human) and Jeriba Shigan (Drac)","Humans are fighting an interstellar war with Dracs, a reptile-like alien species. Willis Davidge (human) and Jeriba Shigan (Drac) are fighter pilots who crash onto an uninhabited planet during combat. Davidge goads Jeriba by cursing a revered Drac philosopher, with the alien insulting Mickey Mouse in return, but they quickly realize they must cooperate rather than fight in order to survive the hostile environment. As time passes, they adapt to life on the planet while learning each other's language and culture. Jeriba reveals it is pregnant and that Dracs, who reproduce asexually and thus descend in a single line, recall their ancestors' history through hundreds of generations. Davidge is ashamed that he barely knows his own grandparents and resolves to memorize the Jeriba line, which takes 3 hours to recite and cycles between 5 given names, Zammis following Shigan. Shigan wears a miniature holy book around its neck, containing teachings of the philosopher Davidge cursed when they first met. The human apologizes and forgives ""Jerry"" for insulting Mickey Mouse, whereupon it gives him the book to study the written language. The birth is difficult and Shigan dies after Davidge swears to raise Zammis in the Drac tradition. Zammis grows to be an inquisitive companion to ""Uncle"". Years later, they see signs of spaceships on their planet and begin a multi-day trek to investigate, but Davidge is injured and asks Zammis to continue alone. Davidge is rescued by humans, but struggles to reintegrate because society is not ready to accept Dracs as equals though the war has ended. Recalling his promise, he sells a translation of the Drac holy book to fund passage to a Drac planet. Drac society is similarly unaccepting of humans and the Jeriba family is unaware of Zammis. Davidge recites their history to convince them of his sincerity, and they then track Zammis down to a psychiatric institute where the government intends to forcibly re-educate him out of his love of humans. Davidge and the Jeribas migrate to the now colonized planet and he finds peace in the cave where he and Shigan lived."
The unnamed first-person narrator begins by discussing EPICAC's origins and why he wants to tell EPICAC's,"The unnamed first-person narrator begins by discussing EPICAC's origins and why he wants to tell EPICAC's story. The narrator says that EPICAC is his best friend, even though it is a machine. As far as the narrator is concerned, the reason EPICAC no longer exists is because it became more human than its designers originally intended. The narrator works on EPICAC during the night shift with fellow mathematician Pat Kilgallen, with whom the narrator falls in love. He decides to ask Pat to marry him, but because he is so stoic during the proposal, Pat declines. In order to show that he can in fact be ""sweet"" and ""poetic"" as Pat has requested, the narrator tries yet fails at writing poetry. The narrator asks EPICAC's opinion on how he should proceed with Pat. EPICAC initially does not understand the terms the narrator uses, such as ""girl"" and ""love"" and ""poetry"". Once the narrator provides EPICAC with proper dictionary definitions, EPICAC generates a poem for Pat. The narrator takes this poem and passes it off as his own. Pat is so delighted that she and the narrator kiss for the first time. The next night, the narrator asks EPICAC to write a poem about their kiss, and EPICAC delivers another poem for the narrator to claim as his own. When Pat reads this poem she is so overwhelmed that she can do little else but cry. The following night the narrator asks EPICAC to devise a marriage proposal poem for Pat. However, instead of simply creating poetry as with previous requests, EPICAC surprises the narrator by saying that it would like to marry Pat. The narrator realizes that EPICAC has fallen in love with Pat and tries to explain to EPICAC that Pat cannot love a computer. EPICAC resigns itself to the fact that it cannot be with Pat, and the narrator realizes now that he cannot ask EPICAC for any more poems. He finds Pat and asks her to marry him again, citing his previous poems as expressions of his feelings. Pat accepts his marriage proposal, but adds the stipulation that for every anniversary, the narrator must write her another poem. The narrator agrees because he will have a full year to devise another way to create poetry. The next day the narrator receives an urgent call from his supervisor. He rushes to the room where EPICAC is housed to discover Dr. Von Kleigstadt and a huge group of military men crowded around the remains of EPICAC. During the night, EPICAC destroyed itself, effectively committing suicide because it could not be with the woman it loved. It did, however, print out 500 original love poems as a wedding present for the couple. The narrator now has enough anniversary poems to keep his vow to Pat for centuries to come, and is relieved by this gesture from his friend"
"At the beginning of the story, the protagonist (Iason Philippou) is exploring various parallel universes. Before the story","At the beginning of the story, the protagonist (Iason Philippou) is exploring various parallel universes. Before the story began, he had visited our world's United States of which he had a very bad impression, considering it ""a sick culture"". He then came to the timeline where most of the plot is set. In that timeline, Christian Western Europe was overwhelmed in the tenth century by the combined onslaught of the Scandinavian Vikings from the north, the Magyars from the east and the Arabs from the south. Afterwards, the Arab Caliphate disintegrated in internal discord while the Vikings and Magyars, who kept their original religions, dominated Europe and eventually colonized North America. They developed a high technology, including nuclear energy, while keeping much of their Medieval culture and social structures. This North America, divided into numerous independent principalities, is much more sparsely populated than in our world, with large tracts of virtually untouched nature. While being social inferiors to the Scandinavians and Magyars, Native Americans in this timeline seem to have fared better than in our history. The story beings with Iason on the run, wanted in a Scandinavian realm where he had been a guest and where he had committed an unspecified offence serious enough to justify his being killed out of hand if caught. He makes his way to a Magyar realm where he asks for refuge. While Iason stays there, a Native American woman attempts to seduce him – but he refuses, stating that he is ""under vow."" In fact, he is in hurry to meet the local Magyar ruler and receive his firm vow that he would not be extradited, before his Scandinavian pursuers had the chance to talk to the Magyar. This caution was well founded – after talking to his Scandinavian counterpart, the Magyar ruler is furious with Iason, saying ""You have sucked my vow out of me, if I had known what you had done I would have killed you myself!"". However, the vow is unbreakable, and Iason receives transport to where he could finally get to back to his home universe – the self-styled ""Eutopia"" which gives the story its name, an Earth where classical Greece came to dominate the planet. He checks in with a superior (Daimonax) and complains of the barbarism of the people he has encountered, but Daimonax contradicts him, stating that people have different views on what it means to be civilized, and that Eutopia's carefully planned society may have lost the simple pleasures of life. The story ends as it is revealed that Iason had seduced and slept with a young boy (the son of his Scandinavian earlier host) before the opening of the story. The Scandinavian and Magyar culture have a strong taboo against homosexuality while Iason's world has kept the Classical Greek attitudes. At the conclusion it turns out that the ""Niki"" to whom the protagonist's thoughts keep turning is the nickname of Nikias, a young boy in Eutopia who is Iason's lover."
"The first part of the story opens in a near future world, at the climax of a devastating world war","The first part of the story opens in a near future world, at the climax of a devastating world war, in which “The Master”, a Hitler-like figure, has tried and failed to dominate the world by military force. As the enemy closes in on his last stronghold in the Himalayas, the Master seals himself in a suspended animation chamber buried deep in the mountains. He intends to hibernate for one hundred years, after which he assumes that his enemies will have forgotten about him, and then resume his plans for world domination. However, a freak accident disables the mechanism which is supposed to revive him automatically, and the Master remains in suspended animation for billions of years while geological forces reshape the planet above him. The second part of the story skips ahead to the far future when humanity has colonized the stars. Trevindor the Philosopher commits the unprecedented act of challenging the political and philosophical orthodoxy of this peaceful but uniform galaxy-spanning civilization, where dissent, criminality, violence and any form of conflict, are all virtually unknown. Instead of promising to give up his unorthodoxy, Trevindor chooses exile into future time, when the Sun is entering its red giant phase, and Earth is a parched, virtually lifeless desert. Trevindor explores the dying Earth, and has almost resigned himself to spending the rest of his life in isolation, when he finds the Master's hibernaculum, now exposed on the surface by millennia of erosion. In the last part of the story, the two strands come together; Trevindor enters the chamber, and his presence apparently triggers the Master's revival. The Master is shocked to find another person in the chamber with him – more so when it becomes apparent that Trevindor can read his mind, and thinks there is nothing unusual about telepathy. The Master begins to suspect the truth of what has happened, but Trevindor has also learned the truth about the Master – and he must now choose whether to share his exile with a man of almost inhuman barbarism, or to commit an act of inhuman barbarism himself."
The novelette is set in a future time during which humanity has begun colonizing planets in other solar systems. The Colonial,"The novelette is set in a future time during which humanity has begun colonizing planets in other solar systems. The Colonial Survey agency has decreed the (fictional) planet of Loren Two to be off-limits, due to the extremely dangerous native animals. Despite its decree, the Colonial Survey has authorized an experimental colony on the planet. At about the same time, the overcrowded inhabitants of another planet have established an unauthorized reconnaissance station on Loren Two. Neither group is aware of the other's existence. The authorized colony is well-funded, consisting of one dozen persons equipped with advanced robotic and other equipment. The unauthorized reconnaissance team consists of a single man, Huyghens (no first name given), accompanied by an eagle and four specially-bred Kodiak bears. The bears have been bred (the story uses the term ""mutated"") so as to have the psychological profile of dogs. They are friendly to humans and able to work in teams. When the story begins, Huyghens receives a signal indicating that a ship is about to land near his station. The ship drops off its sole passenger, an officer with the Colonial Survey named Roane (no first name given), and then departs. Roane soon learns that Huyghens is an illegal trespasser on the planet and that his (Huyghens') signal beacon was not that of the authorized colony. For his part, Huyghens is surprised to learn that there was an authorized colony on the same planet. The two men put their minds to the question of why the authorized colony's signal beacon was not working and soon determine that it has been replaced with a low-technology emergency beacon. From this, the two men surmise that the authorized colony has been overrun by the indigenous predators, but that some colonists might still be alive in the mine tunnels that the colony was expected to have dug. Huyghens and Roane, along with the bears and the eagle, undertake a dangerous cross-country trek to determine the status of the authorized colony."
"The story is told from the viewpoint of Cliff Sutherland, a freelance picture reporter, who is present when a mysterious","The story is told from the viewpoint of Cliff Sutherland, a freelance picture reporter, who is present when a mysterious ""curving ovoid"" ship suddenly appears on the grounds of the United States Capitol in Washington, D.C. Two days later, ""visitors from the Unknown"" emerge: a ""god-like"" person in human form and an 8-foot (2.44 m) tall robot made of green metal. The former only manages to state ""I am Klaatu and this is Gnut"" before he is shot and killed by a lunatic. Klaatu is buried nearby. In the days that follow, Gnut remains motionless, while laboratories and a museum are built around it and the ship. Both prove impervious to the investigations of scientists. Sutherland discovers that the robot enters the ship each night when no one is watching, emerging to resume its position for the day. Gnut is aware of the reporter, but ignores him. After several odd encounters, Sutherland informs the world what he has learned. Gnut is encased in ""glasstex"", finally forcing the robot's hand. It breaks out, unaffected by all attempts to destroy it, picks up Sutherland and travels to the mausoleum containing Klaatu's corpse. It opens the tomb and takes a recording of Klaatu's voice stored there. It then returns and goes inside the ship. Sutherland daringly boards the ship before the entrance closes and learns that the robot is working on a way to create a copy of Klaatu from an audio recording of his greeting. However the new Klaatu is flawed because the recording is imperfect, and he dies soon after speaking with the reporter. Sutherland then suggests retrieving the original recording device to study it and discover how to compensate for its imperfections. Gnut eagerly adopts this idea. Sutherland arranges for the equipment to be brought to it. As the robot prepares to depart, Sutherland impresses upon it the need to tell its master, the Klaatu yet to come, that his death was a terrible accident. Gnut replies, ""You misunderstand, I am the master."""
Charlie Gordon is a 37-year-old man with an IQ of 68 who works a menial job as a janitor at a factory.  At his job,"Charlie Gordon is a 37-year-old man with an IQ of 68 who works a menial job as a janitor at a factory.  At his job, his main ""friends"" are his co-workers Joe Carp and Frank Reilly, but little does he know that Joe and Frank frequently bully and mock him behind his back. Charlie attends a literacy program taught by Ms. Kinnian in hopes to improve his intelligence. He is selected to undergo an experimental surgical technique to increase his intelligence. The technique has already been tested on a number of nonhuman animals; the great success was with Algernon, a laboratory mouse. Although these events proved fruitful, the procedure’s full results were unknown. The surgery on Charlie is also a success, and his IQ triples. With an increased intelligence, he realizes his co-workers at the factory, whom he thought were his friends, only liked having him around so they could tease him. His new intelligence frightens his co-workers, and they start a petition to have him fired. Additionally, Charlie's perspective on his professors shifts negatively as he recognizes that Dr. Nemur is only using Charlie to advance his scientific career instead of altruistically helping Charlie become smarter. Later on, Charlie demonstrates courage by standing up for a 16-year-old imbecile dishwasher who gets mocked by customers at a local diner. As Charlie's intelligence peaks, Algernon's suddenly declines. The mouse loses his increased intelligence and mental age and dies afterward; Charlie buries him in the back yard of his home. Charlie realizes his intelligence increase is also temporary and that his fate will mirror Algernon's. As the effects of his mental deterioration are becoming more evident, he finds flaws in the experiment, which he calls the ""Algernon–Gordon Effect"". By the time he finishes his work, his intelligence has regressed to its original state. Charlie is aware of and pained by what is happening to him, as he loses his knowledge and his ability to read and write. He resumes his old job as a janitor at the factory and tries to go back to how things used to be, but he cannot stand the pity and guilt from those around him, including his co-workers, his landlady, and Ms. Kinnian. Charlie states he plans to ""go away"" from New York, and his last wish is for someone to put flowers on Algernon's grave."
"Placed there by a past rocket ship that crashed, the people of the storied land are within sight of another rocket","Placed there by a past rocket ship that crashed, the people of the storied land are within sight of another rocket ship on a distant mountain plateau. The plot follows Sim, the protagonist of this story, and his apparently short life on a planet where people are cursed by radiation to live only eight days. The people of this planet are also gifted with racial memory (they remember their ancestors' memories). However, they do not attempt to reach the sole remaining rocket ship due to the futility of attempting to reach it in one hour, which is the longest length of time between day and night (both deadly). Sim is then moved by the memory of his ancestors to find and meet with scientists who make halting progress towards the goal of lengthening the world's decreased life span. Sim, motivated by his dwindling days, makes it his goal to extend his life and reach the distant rocket, despite the protests of his sister and other cave-dwellers."
"Eight space trainees apprehensively await their new instructor, Henry Belt. Despite the many strange","Eight space trainees apprehensively await their new instructor, Henry Belt. Despite the many strange and outrageous stories they have heard about him, including his legendary drunkenness, one of them notes that all of the top men in space seem to have trained under him. Since only six trainees can go on the space journey, Belt first assigns each man the task of building three specific devices using identical piles of assorted parts. The two men who become the most frustrated by the nearly impossible tasks are dropped. The others board a small spaceship (Sail 25) propelled solely by a solar sail for a flight to Mars. Belt leaves the navigation entirely in their hands. All the while, he makes careful note of their faults (according to his idiosyncratic standards), recording their demerits in his little red book. However, a mistake repairing a malfunctioning computing device causes them to miss their rendezvous, first with Mars, then with Jupiter. No other planet whose gravity could halt their outward flight (their solar sail can only propel them away from the Sun) is within reach. Belt dismantled their radio and the box of spare parts turns out to contain Belt's whiskey, so they cannot call for rescue. It seems that they are doomed. One man commits suicide, while two others become catatonic. Henry Belt insists that he is fated to die in space and offers no way out of their predicament. The three remaining men eventually come up with a way to return safely to Earth. As they prepare to debark, spare parts for the computing device mysteriously appear."
"Set the same future (the ""Boutique Economy"") as Marusek's We Were Out of Our Minds with Joy, the story is about Zoranna","Set the same future (the ""Boutique Economy"") as Marusek's We Were Out of Our Minds with Joy, the story is about Zoranna – an affluent, attractive journalist who visits her elderly sister Nancy, who is the only other surviving member of her family. Unlicensed procreation has been outlawed to prevent overpopulation; biotechnology has advanced to the point where immortality is possible, but only granted to people who have the means and are considered useful to society. Nancy is one of the people who are considered obsolete, as she was forced out of her teaching career after the Procreation Ban; she now works as a hospice caretaker from her apartment, where she tends to holographic projections of dying patients. A subplot of the story involves Zoranna's ""belt valet"", an artificially intelligent accessory that can mentally communicate with its wearer and perform a wide variety of tasks. A representative of the company that gave her the belt valet (which she names ""Bug"") to field test urges that she return it, due to an unspecified defect; she refuses in spite of her annoyance with it, as she needs it for progressively more tasks. When she finally visits Nancy, Zoranna finds out that she is living with a man who is using her as a fall guy for a fraud. She forces the man to leave under threat of turning him in, a loss which causes Nancy's condition to deteriorate. Zoranna's attempts to get Nancy to go to a rejuvenation clinic on her dime are rebuffed, until Bug – having unexpectedly changed into a suave, powerful entity named Nicholas that knows every aspect of her life and personality – tricks Nancy into taking Zoranna to the clinic by making it appear as if she were gravely ill. Angered at first, Zoranna at last comes to terms with the machine. Zoranna and Nicholas are also minor characters in Marusek's first novel, Counting Heads, while Zoranna herself is mentioned in obliquely in ""We Were Out of Our Minds With Joy""."
"It is a story of Lisse, a girl from a ruined world who steals a war spaceship to seek revenge. She is from the people who carry ","It is a story of Lisse, a girl from a ruined world who steals a war spaceship to seek revenge. She is from the people who carry (and communicate with) actual ""ghosts"" of their ancestors (the tradition called ""ghostweight""). The philosophy and the plot of the story are closely associated with origami. Origami serves as a metaphor for history: ""It is not true that the dead cannot be folded. Square becomes kite becomes swan; history becomes rumor becomes song. Even the act of remembrance creases the truth.”  A major element of the plot is the weaponry called jerengjen of space mercenaries, which unfold from flat shapes: ""In the streets, jerengjen unfolded prettily, expanding into artillery with dragon-shaped shadows and sleek four-legged assault robots with wolf-shaped shadows. In the skies, jerengjen unfolded into bombers with kestrel-shaped shadows."" The story says that the word means the art of paper folding in the mercenaries' main language. In an interview, when asked about the subject, the author says that he became fascinated with dimensions after reading the novel Flatland "
"n a future world humanity is dominated by a massive computer, SUM, which claims to record the soul, and promises ","In a future world humanity is dominated by a massive computer, SUM, which claims to record the soul, and promises a resurrection at an indefinite future date. A harper—who alone remembers the old songs—mourns for the loss of his love, and desires nothing but her resurrection. SUM so far has only used that power to keep its human avatar, the Dark Queen, eternally young. The harper confronts the Dark Queen on a lonely road during her yearly sojourn through the overworld. Appealing to her lingering humanity, she agrees to take the Harper before SUM. In SUM's dark, underground fortress it agrees to return the harper's love, if the harper will teach humanity to worship SUM as a god. But there is one condition: a test of loyalty. The Harper must walk all the way to the outside, but not once look back to see if his love is following. The harper agrees. On the long walk back he is full of doubts, but manages to look straight ahead, until the last moment. He turns and sees his love for an instant before she is taken away, and he is cast outside. SUM admits that it is more interested in the harper as an antagonist than a servant, since it doesn't yet fully understand the human mind. Harper goes nearly insane for many months, but then begins the deliberate process of using his songs to implant the idea that humans should rule their own lives and that SUM should be destroyed. Some of his followers take it to much more wild extremes. At the end of the story, he is going to meet some of these women—a parallel to the maenads who tore Orpheus to pieces."
Caspar Last uses his newly created time machine to travel to 19th-century British Guiana to obtain the very rare British Guiana,"Caspar Last uses his newly created time machine to travel to 19th-century British Guiana to obtain the very rare British Guiana 1c magenta stamp. Last plans to sell the stamp, reap the profits, and never again use time travel or let it be used by others. A shadowy group called the Otherhood buys his stamp and takes control of the time machine, which it wishes to use to preserve the existence of the British Empire. In the new timeline, the British Empire survives as a dominant world power throughout the 20th century. Denys Winterset, a promising young official in the Colonial Service in Africa in the 1950s, travels the Cape to Cairo Railway, where he meets a mysterious stranger, and is invited to join the Otherhood. Winterset is told that he must travel back to the beginning of the group in 1893 and assassinate its founder Cecil Rhodes. Otherwise, in the late 1890s, Rhodes will change his will and dissipate much of his fortune, the Otherhood will never come into being, and the original timeline will be restored. In another timeline, a different manifestation of Winterset travels into the future, even though such travel had been forbidden by the Otherhood. There, he learns that excessive tinkering with the timelines has generated countless unintended changes. The citizens of this world ask Winterset to go back, prevent the previous Winterset from killing Rhodes, and restore the ""true"" timeline. Meanwhile, the other Winterset has arrived in 1893 Cape Town and has no difficulty in gaining Rhodes's trust. At the moment of opportunity, a mysterious force, implied to be the future Winterset, prevents Winterset from pulling the trigger. The mission fails and traps Winterset in the past. Winterset enters the service of Rhodes and witnesses first-hand the ugly and brutal side of Rhodes's independent colony-building. Later on, Winterset can only watch helplessly as ""The Original Situation"" reasserts itself, the world is convulsed by two World Wars, and the second one is followed by the breakup of the British Empire. In the final chapter, Winterset, a young man, now living in the ""true"" 20th-century history, enters the Colonial Service, now a doomed institution, with the Empire's colonies being ceded to new independent nations in Africa. He meets his older self in 1956 in Africa and learns of the truth of time travel. He helps his older self escape from Africa amid the chaos and returns to London, where the story ends with their last meeting many years later. Winterset notes in The Times newspaper ""the sale of the single known example of the 1856 magenta British Guiana"" stamp, known to have been owned in 1956 by the Otherhood, and realises that time travel means that his story is still vulnerable to being rewritten"
"The narrative proceeds out-of-sequence. As the story begins, a man named James Kelvin presses a button and returns to a lab","The narrative proceeds out-of-sequence. As the story begins, a man named James Kelvin presses a button and returns to a lab with a moustached scientist who informs him that he is now a millionaire. Now that the button had completed its task, it no longer works. Kelvin lives happily ever after. The end. The story then switches to an earlier point. A man walks into a fortune telling booth where he meets a robot from the future. The robot greets him as James Kelvin and says that while unable to give Kelvin a horoscope, it can supply him with a method to attain health, wealth and fame. Kelvin receives a gadget with a button on it. Every time he presses the button, he will temporarily enter the mind of someone in the future and can read that person's thoughts and gain his abilities. But the robot warns him, ""there is a danger, named Tharn"". Afterwards, the name Tharn keeps recurring to him. Later that night, Tharn appears to him. To escape, Kelvin presses the button and lands in a stream. Unable to swim, he frantically presses the button again, which gives him the ability to breathe under water. To escape the stream, he presses the button yet again and lands in New Orleans in a drunken state. He presses the button again and is transported into a lab. There he meets a bald man with a red mustache. He begins a scientific conversation with him on proteins and amino acids, with ideas stolen from the mind of the future scientist, Quarra Vee. He offers a brilliant suggestion to cure rhinitis that could make him millions of dollars. Tharn appears again, forcing Kelvin to press the button. He lands in a cornfield in Seattle and then decides that he must kill Tharn. Moments later, Tharn appears and, when Kelvin presses the button, he gains the ability for a lethal mental attack. Tharn is destroyed. Finally, the story switches to an even earlier point. The scientist Quarra Vee, and his android companion, Tharn, are preparing to go into the past to recapture a dangerous runaway robot. Quarra Vee is transported into Chicago and walks into a fortune telling booth. As he enters, a rope knocks aside the glasses which are supposed to protect him from attempts to tamper with his memory. The robot erases his true personality, and tells him he is James Kelvin. The robot smiles."
"Benjamin Bathurst, a British diplomat, disappears while staying at an inn in Prussia. Piper describes Bathurst in the story as","Benjamin Bathurst, a British diplomat, disappears while staying at an inn in Prussia. Piper describes Bathurst in the story as ""a rather stout gentleman, of past middle age"" (although the real Bathurst was only 25 years old at the time of his disappearance). This story posits that Bathurst slipped into a parallel universe. This event was referenced in the Paratime story ""Police Operation"", also written by Piper. The point of divergence from our history is the Battle of Quebec on December 31, 1775, in which Benedict Arnold is killed instead of merely wounded, leading to the victory of British General John Burgoyne over his American counterpart Horatio Gates at the Battles of Saratoga on September 19 and October 7, 1777. Consequently, the American Revolution is eventually crushed while the French Revolution is a total failure and there were no Napoleonic Wars. The alternate Bathurst served as the lieutenant governor of the Crown Colony of Georgia. Napoleon Bonaparte is a colonel in the French Army who is considered a brilliant tactician and is completely loyal to the Bourbon Monarchy. Charles Maurice de Talleyrand-Périgord has remained in ecclesiastical orders and risen to become a Catholic Cardinal as well as Louis XVI's Chief Minister. George Washington was killed in battle at Doylestown, Pennsylvania during the short-lived rebellion of the colonies in British North America. Moreover, Thomas Jefferson - the author of the American rebels' Declaration of Philadelphia - fled to Havana and eventually died in the Principality of Liechtenstein several years prior to 1809, while James Madison is in exile in Switzerland. The Bathurst from our timeline is judged to be either insane, or a spy, and imprisoned. He attempts to escape, but is fatally shot. There was also a theory that he was his counterpart's half-brother. However, it is noted that there is no evidence to support this. Bathurst's diplomatic documents are read by a high ranking British diplomat at the Prussian Court, with the title ""Minister"". He is amused by Talleyrand's role as Bonaparte's advisor and éminence grise, a role that he finds plausible. However, he is especially puzzled by references to a British general named ""Wellington."" In the final line of the story, the British Minister is revealed to be Sir Arthur Wellesley - known in our reality as the Duke of Wellington. He attained the title by way of his victories in the Napoleonic Wars, which never took place in this universe."
"The story is lightly plotted, and most of the text is devoted to setting the scene. In the distant future, humans have colonized Mars","The story is lightly plotted, and most of the text is devoted to setting the scene. In the distant future, humans have colonized Mars and live an apparently easy life, supported by efficient and intelligent robots. Intelligent Martians co-exist with the humans on that planet. The trend to suburbanization, first manifest in the mid-20th century, has continued, such that many (most?) humans on Earth live in isolated enclaves. Jerome Webster, the main character, is a human living on Earth with expertise in Martian physiology, especially that of the brain. Like many other human adults, he suffers from progressive agoraphobia, which becomes extreme after his only son departs to spend time on Mars. Jenkins, the most senior family robot, explains to Webster that his father had been similarly afflicted. Webster contemplates writing a monograph on the subject. Before he can begin this project, he learns that Juwain, a Martian friend and brilliant philosopher, has contracted a terrible disease that only he can cure. This would require traveling to Mars, something his agoraphobia makes nearly impossible. Senior political figures make clear that Juwain's death would be a tragedy for which humankind would suffer for thousands of years, and Webster is pained by the thought of forsaking his friend. With great effort he packs for the trip, only to discover, in the last lines of the story, that the robot Jenkins, not understanding the stakes, had dismissed the spaceship that had arrived to transport Webster to Mars. The reader is made to understand that Webster probably could not steel himself again for departure, and so Juwain would die."
"After being exposed to an alien mutagen on a space trip to Venus, a disabled former astronaut describes the frightening changes","After being exposed to an alien mutagen on a space trip to Venus, a disabled former astronaut describes the frightening changes he goes through. The narrator, Arthur, begins the narrative with his hands bandaged and complains of horrible itching both before and after the expedition. The transformation manifests as a swarm of tiny eyeballs on his fingertips. These eyes serve as the titular ""doorway"" for an extraterrestrial civilization, allowing them to peer into our world, but from an alien perspective, humans are hideous monstrosities that they fear and despise, according to Arthur. Soon, the alien presence is able to not only peer through this portal, but also to take control of Arthur's shattered body and use him to perform heinous atrocities. Arthur douses his hands in kerosene and sets them on fire in a frantic bid to retain his humanity, only to discover that once the gateway is opened, it cannot be simply closed. For over seven years, he is able to keep the extraterrestrial presence at bay. However, as the aliens' eyes emerge on Arthur's chest, he announces that he intends to commit suicide with a shotgun to stop them from killing anyone else."
"As the Cold War progresses into a nuclear World War III fought between the United States, the Soviet Union, and China, each nation","As the Cold War progresses into a nuclear World War III fought between the United States, the Soviet Union, and China, each nation builds an ""Allied Mastercomputer"" (AM), needed to coordinate weapons and troops due to the scale of the conflict. These computers are giant, underground machines which permeate the planet with caverns and corridors. Eventually, one AM emerges as a sentient entity possessing an extreme hatred for its creators. Combining with the other computers, it subsequently exterminates humanity, with the exception of five individuals, whom it tortures inside its complex. The humans, four men (Benny, Gorrister, Nimdok, and Ted) and one woman (Ellen), have been rendered virtually immortal and unable to die by suicide. The story, narrated by Ted, begins 109 years after the start of the humans' imprisonment. They are kept half-starved by AM; when Nimdok has the idea that there exists canned food in the complex's ice caves, they are convinced into making a 100-mile journey to retrieve it. Through the journey, AM tortures the humans: Benny's eyes are melted after attempting escape, a huge bird that creates hurricane gales with its wings is placed at the North Pole, and Ellen and Nimdok are injured in earthquakes. When the five finally reach the ice caves, they find a pile of canned goods, but no tools with which to open them. In an act of rage and desperation, Benny attacks Gorrister and begins to eat his face. In a moment of clarity, Ted realizes that even though they cannot kill themselves, there is nothing AM can do to stop them from killing each other. He fatally impales Benny and Gorrister with a stalactite of ice and Ellen kills Nimdok in the same manner; he then kills Ellen. Unable to resuscitate the others, AM stops Ted from killing himself and focuses the entirety of its rage on him. Several hundred years later, AM has transformed him into a gelatinous, amorphous blob, unable to harm himself. AM alters his perception of time to cause him anguish. However, Ted finds some comfort knowing that he was able to spare the others further torment. The story ends with his thought: ""I have no mouth. And I must scream."""
